&a 	I1
2.528	29.6
2.522	29.5
2.517	28.6
2.512	27.0
2.506	25.3
2.501	23.5
2.496	21.8
2.490	20.7
2.485	20.0
2.480	19.2
2.474	17.9
2.469	16.7
2.464	15.9
2.458	15.8
2.453	16.4
2.448	17.2
2.442	17.9
2.437	18.3
2.432	19.2
2.426	20.5
2.421	22.0
2.416	23.3
2.410	24.7
2.405	26.6
2.400	28.7
2.394	30.1
2.389	30.0
2.384	29.6
2.378	29.8
2.373	30.3
2.368	30.2
2.362	29.2
2.357	27.7
2.352	26.3
2.346	25.1
2.341	23.8
2.336	22.6
2.330	21.5
2.325	20.8
2.320	19.7
2.314	18.2
2.309	16.6
2.304	15.5
2.298	15.1
2.293	15.5
2.288	16.6
2.282	17.8
2.277	18.6
2.272	19.4
2.266	20.2
2.261	21.1
2.256	21.7
2.250	21.6
2.245	21.7
2.240	23.1
2.234	26.0
2.229	29.0
2.223	30.9
2.218	31.3
2.213	31.3
2.207	31.6
2.202	31.5
2.197	30.5
2.191	28.5
2.186	26.7
2.181	25.3
2.175	24.2
2.170	23.1
2.165	22.2
2.159	21.4
2.154	21.0
2.149	20.5
2.143	19.5
2.138	17.8
2.133	16.1
2.127	14.9
2.122	14.5
2.117	15.0
2.111	16.2
2.106	17.7
2.101	18.9
2.095	19.8
2.090	20.8
2.085	22.0
2.079	23.2
2.074	23.9
2.069	24.1
2.063	24.5
2.058	25.4
2.053	27.4
2.047	29.8
2.042	31.8
2.037	32.6
2.031	32.7
2.026	32.9
2.021	32.9
2.015	32.0
2.010	30.0
2.005	27.7
1.999	25.9
1.994	24.8
1.989	24.4
1.983	24.4
1.978	24.0
1.972	23.5
1.967	22.7
1.962	21.6
1.956	20.1
1.951	18.1
1.946	15.9
1.940	14.2
1.935	13.3
1.930	13.2
1.924	13.7
1.919	14.9
1.914	16.5
1.908	18.1
1.903	19.3
1.898	20.4
1.892	21.5
1.887	22.7
1.882	23.7
1.876	24.0
1.871	23.7
1.866	23.3
1.860	23.5
1.855	24.8
1.850	27.1
1.844	29.8
1.839	32.1
1.834	33.2
1.828	33.6
1.823	33.7
1.818	33.5
1.812	32.3
1.807	30.1
1.802	27.6
1.796	25.3
1.791	24.1
1.786	23.6
1.780	23.7
1.775	24.1
1.769	24.4
1.764	24.3
1.759	23.8
1.753	22.9
1.748	21.6
1.743	19.7
1.737	17.7
1.732	15.7
1.727	14.2
1.721	13.1
1.716	12.6
1.711	12.7
1.705	13.5
1.700	14.7
1.695	16.4
1.689	18.0
1.684	19.4
1.679	20.5
1.673	21.5
1.668	22.6
1.663	23.6
1.657	24.1
1.652	24.0
1.647	23.4
1.641	23.0
1.636	23.1
1.631	24.0
1.625	25.8
1.620	28.4
1.615	31.3
1.609	33.6
1.604	34.9
1.599	35.4
1.593	35.5
1.588	35.0
1.582	33.7
1.577	31.3
1.572	28.5
1.566	25.8
1.561	23.8
1.556	22.8
1.550	22.4
1.545	22.8
1.540	23.8
1.534	24.6
1.529	25.4
1.524	25.5
1.518	25.1
1.513	24.0
1.508	22.5
1.502	20.6
1.497	18.4
1.492	16.3
1.486	14.4
1.481	12.9
1.476	12.0
1.470	11.7
1.465	11.8
1.460	12.4
1.454	13.2
1.449	14.5
1.444	15.9
1.438	17.6
1.433	19.1
1.428	20.6
1.422	21.8
1.417	22.9
1.411	24.1
1.406	24.9
1.401	25.2
1.395	24.8
1.390	24.0
1.385	23.2
1.379	22.6
1.374	22.6
1.369	23.2
1.363	24.0
1.358	25.6
1.353	27.6
1.347	30.4
1.342	33.0
1.337	35.2
1.331	36.6
1.326	37.2
1.321	37.0
1.315	35.9
1.310	33.8
1.305	31.1
1.299	28.2
1.294	25.7
1.289	23.7
1.283	22.4
1.278	21.8
1.273	21.9
1.267	22.3
1.262	23.1
1.256	23.9
1.251	24.7
1.246	25.2
1.240	25.6
1.235	25.7
1.230	25.4
1.224	24.7
1.219	23.4
1.214	21.7
1.208	19.7
1.203	17.8
1.198	16.1
1.192	14.5
1.187	13.3
1.182	12.5
1.176	11.8
1.171	11.5
1.166	11.4
1.160	11.4
1.155	11.7
1.150	12.2
1.144	13.4
1.139	15.0
1.134	16.7
1.128	18.1
1.123	19.2
1.118	20.3
1.112	21.0
1.107	22.2
1.101	23.0
1.096	24.1
1.091	24.9
1.085	25.4
1.080	25.4
1.075	25.1
1.069	24.4
1.064	23.6
1.059	22.7
1.053	22.0
1.048	21.6
1.043	21.5
1.037	21.9
1.032	22.7
1.027	24.4
1.021	26.5
1.016	29.0
1.011	31.7
1.005	34.3
1.000	36.7
0.995	38.6
0.989	39.7
0.984	40.4
0.979	40.5
0.973	40.0
0.968	38.8
0.962	37.2
0.957	34.9
0.952	32.1
0.946	29.2
0.941	26.7
0.936	24.8
0.930	23.6
0.925	22.9
0.920	22.2
0.914	21.3
0.909	20.1
0.904	18.9
0.898	17.8
0.893	17.5
0.888	17.9
0.882	19.2
0.877	21.1
0.872	23.6
0.866	25.6
0.861	27.3
0.856	28.1
0.850	28.1
0.845	27.8
0.840	26.8
0.834	25.7
0.829	24.4
0.823	23.2
0.818	21.6
0.813	19.9
0.807	18.3
0.802	16.8
0.797	15.6
0.791	14.5
0.786	13.7
0.781	12.9
0.775	12.5
0.770	12.0
0.765	11.7
0.759	11.3
0.754	11.3
0.749	11.3
0.743	11.4
0.738	11.4
0.733	11.8
0.727	12.2
0.722	12.6
0.717	13.1
0.711	13.8
0.706	14.6
0.701	15.6
0.695	16.5
0.690	17.5
0.684	18.4
0.679	19.5
0.674	20.5
0.668	21.4
0.663	22.3
0.658	23.1
0.652	23.8
0.647	24.5
0.642	25.0
0.636	25.6
0.631	26.0
0.626	26.5
0.620	26.9
0.615	26.8
0.610	26.5
0.604	26.0
0.599	25.6
0.594	24.9
0.588	24.4
0.583	23.6
0.578	22.8
0.572	22.0
0.567	21.5
0.561	21.1
0.556	20.8
0.551	20.7
0.545	20.5
0.540	20.4
0.535	20.3
0.529	20.4
0.524	20.5
0.519	20.8
0.513	21.1
0.508	21.6
0.503	22.3
0.497	22.7
0.492	23.4
0.487	24.2
0.481	25.6
0.476	27.0
0.471	28.6
0.465	30.2
0.460	31.5
0.455	33.0
0.449	34.4
0.444	35.5
0.438	36.6
0.433	37.4
0.428	38.3
0.422	39.0
0.417	39.8
0.412	40.2
0.406	40.6
0.401	40.9
0.396	40.9
0.390	40.9
0.385	40.8
0.380	40.5
0.374	40.0
0.369	39.5
0.364	38.8
0.358	38.0
0.353	37.0
0.348	36.3
0.342	35.5
0.337	34.8
0.332	33.9
0.326	33.0
0.321	32.0
0.316	31.0
0.310	30.1
0.305	29.2
0.299	28.2
0.294	27.4
0.289	26.5
0.283	25.7
0.278	24.8
0.273	24.1
0.267	23.5
0.262	23.0
0.257	22.6
0.251	22.2
0.246	21.9
0.241	21.7
0.235	21.3
0.230	21.1
0.225	20.9
0.219	20.6
0.214	20.5
0.209	20.3
0.203	20.3
0.198	20.2
0.193	20.2
0.187	20.2
0.182	20.2
0.176	20.2
0.171	20.2
0.166	20.2
0.160	20.2
0.155	20.1
0.150	20.2
0.144	20.2
0.139	20.2
0.134	20.2
0.128	20.3
0.123	20.3
0.118	20.4
0.112	20.4
0.107	20.4
0.102	20.5
0.096	20.5
0.091	20.6
0.086	20.6
0.080	20.7
0.075	20.7
0.070	20.7
0.064	20.7
0.059	20.7
0.053	20.7
0.048	20.7
0.043	20.7
0.037	20.8
0.032	20.8
0.027	20.9
0.021	20.9
0.016	21.0
0.011	21.0
0.005	21.1
0.000	21.3
-0.005	21.2
-0.011	21.1
-0.016	21.1
-0.021	21.1
-0.027	21.1
-0.032	21.1
-0.037	21.2
-0.043	21.2
-0.048	21.2
-0.053	21.2
-0.059	21.1
-0.064	21.1
-0.070	21.1
-0.075	21.1
-0.080	21.1
-0.086	21.0
-0.091	21.0
-0.096	20.9
-0.102	20.6
-0.107	20.2
-0.112	20.1
-0.118	19.7
-0.123	20.1
-0.128	20.1
-0.134	20.5
-0.139	20.6
-0.144	20.6
-0.150	20.7
-0.155	20.7
-0.160	20.6
-0.166	20.7
-0.171	20.7
-0.176	20.8
-0.182	21.0
-0.187	21.2
-0.193	21.3
-0.198	21.4
-0.203	21.5
-0.209	21.9
-0.214	22.2
-0.219	22.7
-0.225	23.1
-0.230	23.5
-0.235	23.9
-0.241	24.4
-0.246	24.9
-0.251	25.6
-0.257	26.2
-0.262	27.0
-0.267	27.6
-0.273	28.3
-0.278	28.7
-0.283	29.5
-0.289	30.4
-0.294	31.7
-0.299	33.0
-0.305	33.9
-0.310	34.8
-0.316	35.8
-0.321	36.8
-0.326	37.6
-0.332	38.5
-0.337	39.3
-0.342	39.9
-0.348	40.4
-0.353	40.7
-0.358	40.8
-0.364	40.9
-0.369	40.8
-0.374	40.9
-0.380	40.8
-0.385	40.7
-0.390	40.2
-0.396	39.6
-0.401	39.0
-0.406	38.3
-0.412	37.3
-0.417	36.2
-0.422	34.9
-0.428	33.6
-0.433	32.4
-0.438	30.9
-0.444	29.6
-0.449	28.1
-0.455	26.8
-0.460	25.5
-0.465	24.3
-0.471	23.2
-0.476	22.3
-0.481	21.6
-0.487	20.7
-0.492	20.0
-0.497	19.4
-0.503	19.2
-0.508	19.3
-0.513	19.7
-0.519	20.1
-0.524	20.7
-0.529	21.3
-0.535	21.8
-0.540	22.2
-0.545	22.6
-0.551	22.8
-0.556	23.2
-0.561	23.7
-0.567	24.5
-0.572	24.9
-0.578	25.3
-0.583	25.7
-0.588	25.7
-0.594	25.7
-0.599	25.6
-0.604	25.2
-0.610	24.5
-0.615	23.7
-0.620	22.8
-0.626	22.0
-0.631	21.6
-0.636	21.0
-0.642	20.4
-0.647	19.7
-0.652	18.8
-0.658	17.8
-0.663	16.6
-0.668	15.5
-0.674	14.5
-0.679	13.7
-0.684	12.9
-0.690	12.3
-0.695	11.7
-0.701	11.3
-0.706	10.9
-0.711	10.9
-0.717	10.8
-0.722	10.8
-0.727	10.8
-0.733	11.0
-0.738	11.2
-0.743	11.6
-0.749	12.0
-0.754	12.6
-0.759	13.4
-0.765	14.2
-0.770	15.1
-0.775	16.2
-0.781	17.2
-0.786	18.4
-0.791	19.3
-0.797	20.3
-0.802	21.0
-0.807	21.6
-0.813	22.5
-0.818	23.4
-0.823	24.4
-0.829	25.0
-0.834	25.1
-0.840	24.8
-0.845	24.4
-0.850	23.8
-0.856	23.2
-0.861	22.6
-0.866	22.0
-0.872	21.5
-0.877	21.0
-0.882	20.7
-0.888	20.5
-0.893	20.5
-0.898	21.0
-0.904	21.9
-0.909	23.2
-0.914	24.9
-0.920	26.9
-0.925	29.3
-0.930	31.2
-0.936	33.2
-0.941	34.4
-0.946	35.5
-0.952	36.3
-0.957	36.8
-0.962	36.7
-0.968	36.0
-0.973	34.6
-0.979	32.6
-0.984	30.1
-0.989	27.5
-0.995	25.1
-1.000	23.0
-1.005	21.5
-1.011	20.5
-1.016	20.1
-1.021	20.1
-1.027	20.5
-1.032	21.2
-1.037	21.9
-1.043	22.8
-1.048	23.5
-1.053	24.2
-1.059	24.4
-1.064	24.3
-1.069	23.6
-1.075	22.8
-1.080	21.7
-1.085	20.6
-1.091	19.7
-1.096	18.5
-1.101	17.2
-1.107	15.7
-1.112	14.3
-1.118	13.1
-1.123	12.0
-1.128	11.3
-1.134	10.9
-1.139	10.7
-1.144	10.7
-1.150	10.8
-1.155	11.1
-1.160	11.7
-1.166	12.5
-1.171	13.7
-1.176	15.3
-1.182	17.3
-1.187	19.3
-1.192	21.0
-1.198	22.4
-1.203	23.5
-1.208	24.1
-1.214	24.1
-1.219	23.8
-1.224	23.2
-1.230	22.4
-1.235	21.6
-1.240	21.0
-1.246	20.5
-1.251	20.2
-1.256	20.3
-1.262	21.1
-1.267	22.4
-1.273	24.4
-1.278	27.1
-1.283	30.0
-1.289	32.8
-1.294	34.8
-1.299	35.9
-1.305	36.0
-1.310	35.3
-1.315	33.5
-1.321	30.8
-1.326	27.1
-1.331	24.0
-1.337	21.5
-1.342	20.2
-1.347	19.7
-1.353	20.0
-1.358	20.7
-1.363	21.7
-1.369	22.6
-1.374	23.5
-1.379	23.6
-1.385	23.4
-1.390	22.5
-1.395	21.5
-1.401	20.3
-1.406	19.1
-1.411	17.4
-1.417	15.7
-1.422	14.0
-1.428	12.5
-1.433	11.5
-1.438	11.0
-1.444	10.7
-1.449	10.8
-1.454	11.3
-1.460	12.1
-1.465	13.3
-1.470	15.0
-1.476	17.1
-1.481	19.3
-1.486	21.2
-1.492	22.7
-1.497	23.6
-1.502	23.6
-1.508	23.2
-1.513	22.4
-1.518	21.5
-1.524	20.9
-1.529	20.2
-1.534	20.2
-1.540	20.6
-1.545	22.1
-1.550	24.4
-1.556	27.7
-1.561	30.9
-1.566	33.6
-1.572	35.2
-1.577	35.3
-1.582	34.1
-1.588	31.4
-1.593	27.6
-1.599	24.1
-1.604	21.6
-1.609	20.1
-1.615	19.7
-1.620	19.7
-1.625	20.4
-1.631	21.6
-1.636	22.7
-1.641	23.3
-1.647	22.5
-1.652	21.2
-1.657	19.5
-1.663	17.8
-1.668	15.7
-1.673	14.0
-1.679	12.3
-1.684	11.3
-1.689	10.9
-1.695	10.8
-1.700	11.1
-1.705	11.9
-1.711	13.1
-1.716	15.0
-1.721	17.2
-1.727	19.6
-1.732	21.7
-1.737	23.2
-1.743	23.6
-1.748	23.3
-1.753	22.4
-1.759	20.9
-1.764	19.7
-1.769	18.9
-1.775	18.9
-1.780	20.3
-1.786	23.0
-1.791	27.0
-1.796	31.0
-1.802	34.1
-1.807	35.0
-1.812	33.6
-1.818	30.1
-1.823	25.9
-1.828	22.4
-1.834	20.3
-1.839	19.5
-1.844	19.8
-1.850	20.7
-1.855	21.9
-1.860	22.9
-1.866	23.1
-1.871	22.3
-1.876	20.6
-1.882	18.4
-1.887	16.0
-1.892	13.6
-1.898	11.9
-1.903	10.8
-1.908	10.4
-1.914	10.4
-1.919	11.1
-1.924	12.3
-1.930	14.2
-1.935	16.6
-1.940	19.4
-1.946	21.6
-1.951	22.8
-1.956	22.9
-1.962	22.1
-1.967	21.0
-1.972	20.0
-1.978	19.2
-1.983	19.5
-1.989	21.0
-1.994	24.4
-1.999	28.8
-2.005	33.2
-2.010	35.3
-2.015	34.0
-2.021	29.8
-2.026	25.0
-2.031	21.4
-2.037	19.4
-2.042	18.7
-2.047	19.1
-2.053	19.9
-2.058	21.2
-2.063	21.8
-2.069	21.5
-2.074	19.9
-2.079	17.5
-2.085	14.9
-2.090	12.7
-2.095	11.3
-2.101	10.6
-2.106	10.5
-2.111	11.0
-2.117	12.2
-2.122	14.1
-2.127	16.9
-2.133	20.0
-2.138	22.3
-2.143	23.2
-2.149	22.8
-2.154	21.6
-2.159	20.1
-2.165	19.0
-2.170	19.0
-2.175	20.6
-2.181	24.3
-2.186	29.6
-2.191	34.2
-2.197	35.4
-2.202	31.7
-2.207	26.4
-2.213	21.9
-2.218	19.5
-2.223	19.0
-2.229	19.6
-2.234	20.4
-2.240	21.1
-2.245	21.1
-2.250	20.5
-2.256	18.8
-2.261	16.0
-2.266	13.6
-2.272	11.9
-2.277	10.8
-2.282	10.4
-2.288	10.6
-2.293	11.7
-2.298	13.7
-2.304	16.9
-2.309	20.3
-2.314	22.6
-2.320	23.0
-2.325	22.2
-2.330	20.6
-2.336	19.0
-2.341	18.4
-2.346	19.5
-2.352	23.0
-2.357	28.7
-2.362	34.0
-2.368	34.9
-2.373	30.8
-2.378	25.5
-2.384	21.6
-2.389	19.7
-2.394	19.4
-2.400	20.2
-2.405	21.5
-2.410	22.6
-2.416	22.1
-2.421	19.8
-2.426	16.5
-2.432	13.7
-2.437	11.7
-2.442	10.7
-2.448	10.4
-2.453	10.9
-2.458	12.3
-2.464	15.1
-2.469	18.7
-2.474	21.8
-2.480	23.0
-2.485	22.1
-2.490	20.2
-2.496	18.3
-2.501	17.5
-2.506	18.8
-2.512	22.8
-2.517	29.2
-2.522	33.9
-2.528	32.8
-2.533	27.8
-2.538	23.1
-2.544	20.1
-2.549	19.1
-2.554	19.4
-2.560	20.7
-2.565	22.0
-2.570	22.1
-2.576	19.7
-2.581	16.3
-2.586	13.4
-2.592	11.6
-2.597	10.6
-2.602	10.4
-2.608	11.1
-2.613	12.9
-2.619	16.1
-2.624	20.0
-2.629	22.0
-2.635	22.0
-2.640	20.4
-2.645	18.7
-2.651	17.9
-2.656	19.2
-2.661	23.4
-2.667	30.0
-2.672	33.1
-2.677	30.2
-2.683	24.6
-2.688	20.0
-2.693	18.2
-2.699	17.8
-2.704	19.0
-2.709	20.4
-2.715	21.1
-2.720	19.5
-2.725	16.6
-2.731	13.6
-2.736	10.3
-2.741	9.9
-2.747	9.9
-2.752	10.8
-2.757	12.8
-2.763	16.4
-2.768	19.9
-2.773	21.5
-2.779	21.1
-2.784	19.4
-2.789	17.9
-2.795	17.8
-2.800	20.2
-2.805	26.0
-2.811	31.7
-2.816	31.8
-2.821	26.9
-2.827	22.1
-2.832	19.2
-2.837	18.4
-2.843	18.9
-2.848	20.4
-2.853	21.1
-2.859	19.2
-2.864	15.8
-2.869	13.0
-2.875	11.1
-2.880	10.2
-2.885	10.2
-2.891	11.4
-2.896	14.1
-2.901	18.0
-2.907	20.5
-2.912	20.8
-2.917	19.3
-2.923	17.6
-2.928	17.1
-2.933	19.0
-2.939	24.6
-2.944	30.7
-2.949	31.4
-2.955	26.9
-2.960	22.2
-2.965	19.5
-2.971	18.6
-2.976	19.4
-2.981	21.0
-2.987	21.2
-2.992	18.6
-2.997	15.1
-3.003	12.3
-3.008	10.8
-3.013	10.2
-3.019	10.8
-3.024	12.9
-3.029	16.6
-3.035	19.6
-3.040	20.3
-3.045	19.1
-3.051	17.4
-3.056	16.8
-3.061	18.8
-3.067	23.8
-3.072	29.2
-3.077	29.3
-3.083	24.9
-3.088	20.7
-3.093	18.4
-3.099	18.0
-3.104	19.0
-3.109	19.8
-3.115	18.8
-3.120	15.9
-3.125	12.9
-3.131	10.9
-3.136	10.1
-3.141	10.2
-3.147	11.8
-3.152	14.9
-3.157	18.3
-3.163	19.8
-3.168	19.2
-3.173	17.8
-3.179	17.2
-3.184	18.8
-3.189	23.5
-3.195	28.0
-3.200	27.9
-3.205	23.8
-3.211	19.9
-3.216	17.8
-3.221	17.6
-3.227	18.8
-3.232	19.5
-3.237	17.9
-3.243	14.7
-3.248	12.0
-3.253	10.4
-3.259	10.0
-3.264	10.9
-3.269	13.1
-3.275	15.5
-3.280	16.5
-3.285	15.5
-3.291	14.3
-3.296	13.9
-3.301	15.8
-3.306	20.1
-3.312	24.8
-3.317	26.0
-3.322	23.2
-3.328	19.8
-3.333	17.9
-3.338	17.8
-3.344	18.8
-3.349	19.0
-3.354	17.1
-3.360	14.1
-3.365	11.7
-3.370	10.4
-3.376	10.4
-3.381	12.0
-3.386	14.7
-3.392	17.6
-3.397	18.6
-3.402	17.8
-3.408	17.0
-3.413	17.9
-3.418	20.8
-3.424	24.4
-3.429	26.0
