&a / °	I1 / %
-1.753	18.0
-1.759	21.6
-1.764	24.4
-1.769	25.7
-1.775	26.1
-1.780	26.0
-1.786	25.2
-1.791	23.5
-1.796	20.9
-1.802	17.9
-1.807	14.9
-1.812	12.4
-1.818	10.0
-1.823	8.4
-1.828	7.0
-1.834	6.0
-1.839	5.2
-1.844	4.8
-1.850	4.7
-1.855	4.6
-1.860	4.4
-1.866	4.4
-1.871	4.4
-1.876	4.4
-1.882	4.4
-1.887	4.4
-1.892	4.4
-1.898	4.4
-1.903	4.4
-1.908	4.7
-1.914	5.0
-1.919	5.4
-1.924	5.9
-1.930	6.7
-1.935	7.6
-1.940	9.0
-1.946	10.8
-1.951	13.1
-1.956	16.1
-1.962	19.6
-1.967	23.2
-1.972	26.0
-1.978	27.6
-1.983	27.5
-1.989	26.0
-1.994	23.6
-1.999	20.4
-2.005	17.1
-2.010	13.9
-2.015	11.2
-2.021	9.0
-2.026	7.4
-2.031	6.1
-2.037	5.3
-2.042	4.9
-2.047	4.5
-2.053	4.4
-2.058	4.4
-2.063	4.4
-2.069	4.4
-2.074	4.4
-2.079	4.4
-2.085	4.4
-2.090	4.4
-2.095	4.4
-2.101	4.6
-2.106	5.0
-2.111	5.6
-2.117	6.3
-2.122	7.2
-2.127	8.4
-2.133	10.4
-2.138	13.0
-2.143	16.4
-2.149	20.0
-2.154	23.6
-2.159	26.0
-2.165	26.9
-2.170	26.4
-2.175	24.4
-2.181	21.4
-2.186	17.8
-2.191	14.3
-2.197	11.3
-2.202	8.9
-2.207	7.2
-2.213	6.0
-2.218	5.2
-2.223	4.8
-2.229	4.4
-2.234	4.4
-2.240	4.3
-2.245	4.0
-2.250	4.0
-2.256	4.0
-2.261	4.0
-2.266	4.1
-2.272	4.4
-2.277	4.6
-2.282	5.1
-2.288	5.7
-2.293	6.5
-2.298	8.0
-2.304	10.0
-2.309	12.6
-2.314	16.1
-2.320	20.0
-2.325	23.6
-2.330	26.0
-2.336	26.8
-2.341	25.6
-2.346	22.8
-2.352	19.2
-2.357	15.6
-2.362	12.2
-2.368	9.6
-2.373	7.6
-2.378	6.2
-2.384	5.4
-2.389	4.8
-2.394	4.4
-2.400	4.4
-2.405	4.3
-2.410	4.2
-2.416	4.1
-2.421	4.1
-2.426	4.1
-2.432	4.4
-2.437	4.4
-2.442	4.8
-2.448	5.6
-2.453	6.4
-2.458	7.9
-2.464	10.0
-2.469	12.8
-2.474	16.3
-2.480	20.1
-2.485	24.0
-2.490	26.0
-2.496	25.6
-2.501	23.2
-2.506	20.0
-2.512	16.3
-2.517	12.8
-2.522	10.0
-2.528	7.8
-2.533	6.2
-2.538	5.3
-2.544	4.8
-2.549	4.4
-2.554	4.0
-2.560	4.0
-2.565	4.0
-2.570	4.0
-2.576	4.0
-2.581	4.0
-2.586	4.4
-2.592	4.7
-2.597	5.2
-2.602	6.1
-2.608	7.3
-2.613	9.2
-2.619	12.0
-2.624	15.8
-2.629	19.8
-2.635	23.0
-2.640	24.7
-2.645	24.5
-2.651	22.2
-2.656	18.6
-2.661	14.7
-2.667	11.2
-2.672	8.4
-2.677	6.4
-2.683	5.2
-2.688	4.4
-2.693	4.0
-2.699	3.6
-2.704	3.6
-2.709	3.6
-2.715	3.6
-2.720	3.7
-2.725	3.9
-2.731	4.3
-2.736	4.8
-2.741	5.6
-2.747	6.6
-2.752	8.2
-2.757	10.6
-2.763	13.9
-2.768	17.9
-2.773	21.2
-2.779	23.2
-2.784	23.5
-2.789	21.6
-2.795	18.4
-2.800	14.4
-2.805	10.8
-2.811	8.0
-2.816	6.4
-2.821	5.2
-2.827	4.4
-2.832	4.0
-2.837	3.6
-2.843	3.6
-2.848	3.6
-2.853	3.6
-2.859	3.8
-2.864	4.0
-2.869	4.4
-2.875	4.8
-2.880	6.0
-2.885	7.3
-2.891	9.7
-2.896	12.8
-2.901	16.8
-2.907	20.6
-2.912	22.7
-2.917	22.7
-2.923	20.6
-2.928	17.1
-2.933	13.2
-2.939	9.6
-2.944	7.2
-2.949	5.6
-2.955	4.8
-2.960	4.1
-2.965	3.7
-2.971	3.6
-2.976	3.6
-2.981	3.6
-2.987	3.8
-2.992	4.0
-2.997	4.4
-3.003	5.1
-3.008	6.1
-3.013	7.7
-3.019	10.1
-3.024	13.6
-3.029	18.1
-3.035	22.3
-3.040	24.7
-3.045	23.5
-3.051	20.4
-3.056	16.0
-3.061	12.0
-3.067	8.7
-3.072	6.6
-3.077	5.2
-3.083	4.4
-3.088	4.0
-3.093	3.6
-3.099	3.6
-3.104	3.6
-3.109	3.7
-3.115	4.0
-3.120	4.4
-3.125	4.9
-3.131	5.8
-3.136	7.5
-3.141	9.9
-3.147	13.8
-3.152	18.6
-3.157	22.5
-3.163	24.4
-3.168	23.6
-3.173	20.1
-3.179	15.2
-3.184	10.8
-3.189	7.7
-3.195	6.0
-3.200	5.0
-3.205	4.3
-3.211	4.0
-3.216	3.7
-3.221	3.7
-3.227	3.8
-3.232	4.0
-3.237	4.4
-3.243	4.9
-3.248	5.8
-3.253	7.3
-3.259	9.6
-3.264	13.2
-3.269	18.1
-3.275	22.7
-3.280	23.0
-3.285	19.8
-3.291	15.4
-3.296	11.4
-3.301	8.3
-3.306	6.4
-3.312	5.2
-3.317	4.4
-3.322	4.0
-3.328	3.6
-3.333	3.6
-3.338	3.6
-3.344	3.9
-3.349	4.1
-3.354	4.5
-3.360	5.3
-3.365	6.5
-3.370	8.6
-3.376	11.8
-3.381	16.2
-3.386	21.2
-3.392	24.4
-3.397	23.8
-3.402	19.1
-3.408	13.5
